CustomerID,MovieID,Rating,Title,Genre,Year
2,210,4,Onmyoji,Drama,2001
3,338,4,The Three Stooges: Three Smart Saps,Drama,1942
3,226,5,Henry: Portrait of a Serial Killer 2,Thriller,1996
3,274,2,Crazy as Hell,Comedy,2002
3,393,2,The Replacement Killers,Thriller,1998
3,161,4,Ninotchka,Drama,1939
3,270,4,Sex and the City: Season 4,Drama,2001
3,186,4,Panic in the Streets,Drama,1950
3,472,5,Mr. Jealousy,Drama,1998
3,467,4,Topper Returns,Drama,1941
3,433,4,Untamed Heart,Drama,1993
3,200,4,The Fall of the Roman Empire,Drama,1964
3,255,4,The Hunchback of Notre Dame II,Drama,2001
3,60,5,The Libertine,Drama,1969
3,493,5,The Giallo Collection: Who Saw Her Die?,Drama,1972
3,22,5,Chump Change,Drama,2000
3,21,3,Strange Relations,Drama,2002
3,58,4,Dragonheart,Drama,1996
3,231,3,Marooned in Iraq,Drama,2002
3,193,2,Marilyn Manson: Fear of a Satanic Planet,Horror,2005
3,229,3,Peter Gabriel: Growing Up Live,Drama,2003
3,379,4,Crash Dive,Drama,1996
3,471,4,City Lights,Drama,1931
3,185,4,Missing in Action 2: The Beginning / Missing in Action 3: Braddock,Action,1985
3,92,3,ECW: Cyberslam '99,Sci-Fi,2002
3,31,4,Classic Albums: Meat Loaf: Bat Out of Hell,Drama,1999
3,486,4,Journey to the Center of the Earth,Drama,1959
3,272,2,Female Yakuza Tale,Drama,1973
3,386,4,Princess Caraboo,Drama,1994
3,66,4,Barbarian Queen 2,Drama,1989
3,333,4,Mail Call: The Best of Season 2,Drama,2003
3,217,2,Cherry 2000,Drama,1988
3,137,5,Naked Lies,Drama,1998
3,28,4,Lilo and Stitch,Drama,2002
3,343,4,French and Saunders: Live,Drama,2000
3,78,3,Jingle All the Way,Drama,1996
3,478,4,The Beverly Hillbillies,Drama,1962
3,357,4,House of Sand and Fog,Drama,2003
3,306,5,Sesame Street: Sing Yourself Silly!,Comedy,2005
3,158,2,A Killer Within,Thriller,2004
3,259,4,Animal,Drama,2004
3,309,4,The Day of the Locust,Drama,1975
3,494,3,Monty Python's The Meaning of Life: Special Edition,Drama,1983
3,38,3,Daydream Obsession,Drama,2003
3,336,3,The Driver,Drama,1978
3,213,4,Dinner Rush,Drama,2001
3,96,1,Inside the Space Station,Sci-Fi,2000
3,24,5,My Bloody Valentine,Romance,1981
3,168,3,Smokey and the Bandit Part 3,Drama,1983
3,101,4,Complete Shamanic Princess,Drama,1997
3,50,4,A Yank in the R.A.F.,Drama,1941
3,243,3,Pressure Point,Drama,1962
3,440,3,Just 4 Kicks,Drama,2003
3,414,1,Girl,Drama,1999
3,156,4,Husbands and Wives,Drama,1992
3,208,5,The Three Stooges: Sing a Song of Six Pants,Drama,1947
3,464,1,The Return of Ruben Blades,Drama,1987
3,445,3,Michael Collins,Drama,1996
3,23,2,Clifford: Clifford Saves the Day! / Clifford's Fluffiest Friend Cleo,Drama,2001
3,205,3,Troy: Bonus Material,Drama,2004
3,204,4,Venus Boyz,Drama,2002
3,273,5,Taxi,Drama,2004
3,175,5,Reservoir Dogs,Drama,1992
3,6,5,Sick,Drama,1997
3,187,3,Death to Smoochy,Horror,2002
3,106,2,Stevie Ray Vaughan and Double Trouble: Live at Montreux 1982 & 1985,Drama,2004
3,278,3,100 Days Before the Command,Drama,1990
3,317,4,Mandela and de Klerk,Drama,1997
3,237,2,Broken Blossoms,Drama,1918
3,388,5,Body Chemistry,Drama,1990
3,316,5,Futurama: Monster Robot Maniac Fun Collection,Comedy,1999
3,275,3,Evelyn,Drama,2002
4,136,3,Cat and the Canary,Drama,1927
4,461,5,Nightwalker #1: Midnight Detective,Horror,2000
4,147,3,Where Sleeping Dogs Lie,Drama,1992
4,385,5,The Santa Clause 2,Drama,2002
4,428,5,Barney: Barney's Colorful World: Live,Documentary,2004
4,193,3,Marilyn Manson: Fear of a Satanic Planet,Horror,2005
4,344,4,The Taming of the Shrew,Drama,1967
4,191,5,X2: X-Men United,Drama,2003
4,372,3,Jeans,Drama,1998
4,439,3,Town Without Pity,Drama,1961
4,6,3,Sick,Drama,1997
4,398,2,In the Realm of the Senses,Documentary,1976
4,256,3,Ghost Dog: The Way of the Samurai,Horror,2000
4,505,2,A Thousand Acres,Drama,1997
4,348,4,The Last Temptation of Christ,Drama,1988
4,304,3,King of the Hill: Season 1,Drama,1997
4,443,4,Rabbit-Proof Fence,Drama,2002
4,308,2,The Legend of the 7 Golden Vampires/7 Brothers of Dracula,Fantasy,1974
4,17,4,7 Seconds,Drama,2005
4,105,5,Obsessed,Drama,2002
4,354,1,Sadomania,Drama,1981
4,62,4,Ken Burns' America: Empire of the Air,Drama,1991
4,170,5,Tomorrow,Drama,1972
4,339,2,Rolling Stones: Rock and Roll Circus,Drama,1968
4,457,5,Kill Bill: Vol. 2,Thriller,2004
4,286,4,Thunderbirds Are Go,Drama,1966
4,455,3,Cardcaptor Sakura: The Movie,Drama,1999
4,405,3,Wings of Desire,Drama,1987
4,349,4,The Swarm,Action,1978
4,58,4,Dragonheart,Drama,1996
4,177,4,Pressure,Drama,2002
4,82,2,The Frogmen,Drama,1951
4,145,4,Get Out Your Handkerchiefs,Drama,1978
4,71,2,Maya Lin: A Strong Clear Vision,Drama,1995
4,141,3,Goddess of Mercy,Drama,2004
4,328,2,Deftones: Live in Hawaii,Drama,2002
4,57,3,Richard III,Drama,1995
4,345,5,Star Trek: Voyager: Season 5,Sci-Fi,1998
4,292,5,Saturday Night Live: The Best of Gilda Radner,Horror,2005
4,102,4,Notre Musique,Drama,2004
4,326,2,The Plainsman,Drama,1937
5,285,3,The Devil's Own,Horror,1997
5,477,3,George Carlin: Personal Favorites,Drama,1990
5,400,4,Rio Lobo,Drama,1970
5,302,2,The Isle,Drama,2001
5,163,4,MTV: Making the Band 2: Best of Season 1,Drama,2002
5,236,4,Cartoon Crazys Sci-Fi,Comedy,1998
5,346,5,Up and Down,Drama,2005
5,307,3,Godsmack: Smack This!,Drama,2002
5,486,3,Journey to the Center of the Earth,Drama,1959
5,420,2,Saturday Night Live: The Best of Dana Carvey,Horror,1999
5,61,3,Ricky Martin: One Night Only,Horror,1999
5,211,3,The Agronomist,Drama,2004
5,371,4,The Trouble with Angels,Drama,1966
5,418,5,The Deal,Drama,2004
5,1,3,Dinosaur Planet,Sci-Fi,2003
5,354,5,Sadomania,Drama,1981
5,200,3,The Fall of the Roman Empire,Drama,1964
5,35,3,Ferngully 2: The Magical Rescue,Animation,2000
5,361,3,The Phantom of the Opera: Special Edition,Drama,2004
5,436,1,Girls Just Want to Have Fun,Comedy,1985
5,280,5,Sarah Brightman: In Concert,Drama,1998
5,430,4,Chobits,Drama,2002
5,267,3,Touched by an Angel: Season 1,Drama,1994
5,330,4,Wild Things,Drama,1998
5,362,4,The Flintstones in Viva Rock Vegas,Drama,2000
5,319,2,Straight to Hell,Drama,1987
5,41,3,Horror Vision,Horror,2000
5,320,4,Eat Your Heart Out,Drama,1997
5,384,2,Crossroads,Drama,1986
5,260,4,Marat / Sade,Drama,1967
5,468,2,The Matrix: Revolutions,Drama,2003
5,295,4,Ace Ventura: When Nature Calls,Documentary,1995
5,101,3,Complete Shamanic Princess,Drama,1997
5,237,2,Broken Blossoms,Drama,1918
5,485,5,The Avengers '67,Drama,1967
5,351,3,Guns of the Magnificent Seven,Drama,1969
5,103,3,Sanford and Son: Season 6,Drama,1976
5,9,4,Class of Nuke 'Em High 2,Drama,1991
5,451,5,Batman the Animated Series: Vol. 3,Animation,1993
5,210,2,Onmyoji,Drama,2001
5,203,4,Sports Illustrated Swimsuit Edition: 1997,Drama,1997
5,213,4,Dinner Rush,Drama,2001
5,168,4,Smokey and the Bandit Part 3,Drama,1983
5,128,4,Mr. Vampire,Drama,1985
5,124,3,Cold Blooded,Drama,2000
5,6,3,Sick,Drama,1997
5,314,4,Saturday Night Live: The Best of Jon Lovitz,Horror,1985
5,132,2,Lucio Fulci: The Beyond,Drama,1981
5,417,1,Transformers: Season 3: Part 1,Drama,1986
5,282,4,Blue Seed: Beyond,Drama,2003
5,47,5,The Bad and the Beautiful,Drama,1952
5,504,1,The Twilight Zone: Vol. 27,Drama,1964
5,443,2,Rabbit-Proof Fence,Drama,2002
5,416,4,Elephant,Drama,2003
5,187,5,Death to Smoochy,Horror,2002
5,33,4,Aqua Teen Hunger Force: Vol. 1,Action,2000
5,206,3,Unconstitutional: The War on Our Civil Liberties,Action,2004
5,146,3,Cannibal Women in the Avocado Jungle of Death,Horror,1988
5,309,5,The Day of the Locust,Drama,1975
5,415,3,Reign in Darkness,Horror,2002
5,241,3,North by Northwest,Drama,1959
5,226,3,Henry: Portrait of a Serial Killer 2,Thriller,1996
5,448,2,Oswald: Welcome to the Big City!,Drama,2001
5,396,4,Arjuna: Complete Collection,Drama,2001
5,258,5,Mann,Drama,1999
5,77,4,Congo,Drama,1995
5,209,3,Star Trek: Deep Space Nine: Season 5,Sci-Fi,1996
5,299,3,Bridget Jones's Diary,Drama,2001
5,497,2,Broadway's Lost Treasures,Drama,2003
5,490,5,The Passion of Ayn Rand,Romance,1999
5,390,3,The Fan,Drama,1981
6,388,3,Body Chemistry,Drama,1990
6,465,4,Coolie No.1,Drama,1995
6,141,2,Goddess of Mercy,Drama,2004
6,97,4,Mostly Martha,Drama,2002
6,52,4,The Weather Underground,Drama,2002
6,156,3,Husbands and Wives,Drama,1992
6,69,5,WWE: Armageddon 2003,Drama,2003
6,337,3,Star 80,Sci-Fi,1983
6,113,2,Bruce Lee: A Warrior's Journey,Action,2000
6,131,4,Arachnid,Drama,2002
6,193,5,Marilyn Manson: Fear of a Satanic Planet,Horror,2005
6,378,4,Party Monster,Drama,2003
6,71,4,Maya Lin: A Strong Clear Vision,Drama,1995
6,176,3,The History Channel Presents: Troy: Unearthing the Legend,Drama,2004
6,389,2,Steal,Drama,2002
6,359,4,Absolutely Fabulous: Series 5,Drama,2003
6,453,4,Simple Men,Drama,1992
6,503,3,Max and Ruby: Springtime for Max and Ruby,Drama,2005
6,474,4,Legend of 1900,Fantasy,1998
6,430,3,Chobits,Drama,2002
6,467,2,Topper Returns,Drama,1941
6,328,5,Deftones: Live in Hawaii,Drama,2002
6,458,5,Blast,Drama,2001
6,319,3,Straight to Hell,Drama,1987
6,238,5,Led Zeppelin: The Song Remains the Same,Drama,1976
6,22,3,Chump Change,Drama,2000
6,14,4,Nature: Antarctica,Documentary,1982
6,99,3,A Fishy Story,Drama,1989
6,259,4,Animal,Drama,2004
6,209,4,Star Trek: Deep Space Nine: Season 5,Sci-Fi,1996
6,13,4,Lord of the Rings: The Return of the King: Extended Edition: Bonus Material,Drama,2003
6,486,2,Journey to the Center of the Earth,Drama,1959
6,117,1,Silk Stockings,Drama,1957
6,139,5,Allergies: A Natural Approach,Drama,2001
6,124,3,Cold Blooded,Drama,2000
6,79,3,The Killing,Thriller,1956
6,302,4,The Isle,Drama,2001
6,490,5,The Passion of Ayn Rand,Romance,1999
6,172,4,Jack,Drama,2003
6,166,3,Fame,Drama,1980
6,320,3,Eat Your Heart Out,Drama,1997
6,145,3,Get Out Your Handkerchiefs,Drama,1978
6,321,2,Ju-Rei: The Uncanny,Drama,2004
6,5,4,The Rise and Fall of ECW,Drama,2004
6,438,3,Bean: The Movie,Drama,1997
6,399,5,Fangs,Drama,2001
6,351,3,Guns of the Magnificent Seven,Drama,1969
6,31,1,Classic Albums: Meat Loaf: Bat Out of Hell,Drama,1999
6,58,5,Dragonheart,Drama,1996
6,448,5,Oswald: Welcome to the Big City!,Drama,2001
6,395,5,Captain Blood,Drama,1935
6,402,2,Pan Tadeusz,Drama,1999
6,298,3,Crunch: Pick Your Spot Pilates,Drama,2002
6,481,4,Building the Great Pyramid,Drama,2002
6,136,4,Cat and the Canary,Drama,1927
6,251,4,Midsomer Murders: Strangler's Wood,Thriller,2000
6,307,1,Godsmack: Smack This!,Drama,2002
6,262,1,Herbie Rides Again,Drama,1974
6,498,5,Glory: Bonus Material,Drama,1989
6,160,5,Gormenghast,Drama,2000
6,81,3,Antarctica: IMAX,Drama,1991
6,185,5,Missing in Action 2: The Beginning / Missing in Action 3: Braddock,Action,1985
6,243,2,Pressure Point,Drama,1962
6,7,3,8 Man,Drama,1992
6,497,2,Broadway's Lost Treasures,Drama,2003
6,242,2,Neon Genesis Evangelion: The End of Evangelion,Drama,1995
6,203,4,Sports Illustrated Swimsuit Edition: 1997,Drama,1997
6,387,2,Bizet's Carmen,Drama,1984
6,182,5,Moby: Play,Drama,2001
6,462,4,Classic Cartoon Favorites: Starring Donald,Animation,2005
6,33,5,Aqua Teen Hunger Force: Vol. 1,Action,2000
6,57,4,Richard III,Drama,1995
6,310,5,Leila,Drama,2000
6,48,2,Justice League,Drama,2001
6,196,5,Peter Tosh: Stepping Razor: Red X,Drama,1992
7,63,4,Crash Dive,Drama,1943
7,86,4,Iron Monkey 2,Drama,1996
7,461,4,Nightwalker #1: Midnight Detective,Horror,2000
7,486,4,Journey to the Center of the Earth,Drama,1959
7,401,5,Halloween 5: The Revenge of Michael Myers,Drama,1989
7,448,3,Oswald: Welcome to the Big City!,Drama,2001
7,220,3,Winston Churchill: The Wilderness Years,Drama,1983
7,200,4,The Fall of the Roman Empire,Drama,1964
7,152,2,A Little Princess,Drama,1995
7,254,4,Westender,Drama,2003
7,58,3,Dragonheart,Drama,1996
7,303,2,Les Liaisons Dangereuses,Drama,1959
7,274,2,Crazy as Hell,Comedy,2002
7,224,3,Midsomer Murders: Blood Will Out,Thriller,1999
7,432,5,Les Miserables in Concert,Drama,1996
7,130,3,Drowning on Dry Land,Drama,1999
7,162,5,John Cleese on How to Irritate People,Drama,1968
7,480,4,Flypaper,Drama,1997
7,151,5,Sleepover Nightmare,Horror,2005
7,69,3,WWE: Armageddon 2003,Drama,2003
7,2,3,Isle of Man TT 2004 Review,Drama,2004
7,111,4,Duplex (Widescreen),Drama,2003
7,143,3,The Game,Drama,1997
7,74,5,6ixtynin9,Drama,1999
7,317,1,Mandela and de Klerk,Drama,1997
7,313,5,Pay It Forward,Action,2000
7,190,5,Blood and Sand,Drama,1989
7,279,3,Micki and Maude,Drama,1984
7,245,3,Road Dogz,Drama,2002
7,131,2,Arachnid,Drama,2002
7,332,4,They Crawl,Drama,2002
7,226,5,Henry: Portrait of a Serial Killer 2,Thriller,1996
7,40,3,Pitcher and the Pin-Up,Drama,2004
7,483,5,Rush Hour 2,Drama,2001
7,355,2,Sinful Nuns of St. Valentine,Romance,1973
7,117,2,Silk Stockings,Drama,1957
7,353,5,Life or Something Like It,Drama,2002
7,311,4,Ed Wood,Drama,1994
7,377,5,Dick Francis: The Racing Game,Drama,1979
7,60,2,The Libertine,Drama,1969
7,453,2,Simple Men,Drama,1992
7,116,3,Bear Cub,Drama,2004
7,104,3,The Great Race,Drama,1965
7,398,4,In the Realm of the Senses,Documentary,1976
7,298,3,Crunch: Pick Your Spot Pilates,Drama,2002
7,334,2,The Pacifier,Drama,2005
7,92,4,ECW: Cyberslam '99,Sci-Fi,2002
7,423,2,My Favorite Martian #1,Drama,1963
7,478,1,The Beverly Hillbillies,Drama,1962
7,391,4,The Monkees: Season 2,Drama,1967
7,371,1,The Trouble with Angels,Drama,1966
7,20,4,Seeta Aur Geeta,Drama,1972
7,319,2,Straight to Hell,Drama,1987
7,479,1,George Carlin: What Am I Doing in New Jersey?,Drama,1988
7,445,3,Michael Collins,Drama,1996
7,177,4,Pressure,Drama,2002
7,175,4,Reservoir Dogs,Drama,1992
7,389,4,Steal,Drama,2002
7,491,2,Torn Curtain,Drama,1966
7,320,4,Eat Your Heart Out,Drama,1997
7,447,5,The Making of Fanny and Alexander,Drama,1986
7,71,2,Maya Lin: A Strong Clear Vision,Drama,1995
7,331,3,Chasing Amy,Drama,1997
7,221,3,Voyage to the Planets and Beyond,Sci-Fi,2005
8,357,4,House of Sand and Fog,Drama,2003
8,192,3,The SoulTaker,Drama,2003
8,482,2,Frida,Drama,2002
8,202,3,Ruby's Bucket of Blood,Drama,2001
8,91,3,WWE: Royal Rumble 2005,Drama,2005
8,144,3,Deepak Chopra: The Way of the Wizard & Alchemy,Fantasy,2000
8,160,1,Gormenghast,Drama,2000
8,200,5,The Fall of the Roman Empire,Drama,1964
8,31,5,Classic Albums: Meat Loaf: Bat Out of Hell,Drama,1999
8,51,4,Jonah: A VeggieTales Movie: Bonus Material,Drama,2002
8,116,2,Bear Cub,Drama,2004
8,126,3,Vampire Effect (aka Twins Effect),Drama,2003
8,131,3,Arachnid,Drama,2002
8,87,4,Louder Than Bombs,Drama,2002
8,334,4,The Pacifier,Drama,2005
8,378,3,Party Monster,Drama,2003
8,390,4,The Fan,Drama,1981
8,413,4,Igby Goes Down,Drama,2002
8,318,5,Beyond Suspicion,Drama,1994
8,414,4,Girl,Drama,1999
8,255,4,The Hunchback of Notre Dame II,Drama,2001
8,260,4,Marat / Sade,Drama,1967
8,484,5,Danielle Steel's Jewels,Drama,1992
8,421,4,Agatha Christie's Poirot: Sad Cypress,Drama,2003
8,118,2,Rambo: First Blood Part II,Drama,1985
8,106,5,Stevie Ray Vaughan and Double Trouble: Live at Montreux 1982 & 1985,Drama,2004
8,172,4,Jack,Drama,2003
8,295,3,Ace Ventura: When Nature Calls,Documentary,1995
8,197,3,Taking Lives,Drama,2004
8,335,4,Fear No Evil,Horror,1981
8,166,4,Fame,Drama,1980
8,214,4,Read-Along: Beauty and the Beast,Drama,2002
8,156,4,Husbands and Wives,Drama,1992
8,447,5,The Making of Fanny and Alexander,Drama,1986
8,218,5,Triumph: Live at the US Festival,Drama,1983
8,329,4,Dogma,Drama,1999
8,161,5,Ninotchka,Drama,1939
8,44,2,Spitfire Grill,Drama,1996
8,399,4,Fangs,Drama,2001
8,270,5,Sex and the City: Season 4,Drama,2001
8,277,3,Enigma: MCMXC A.D,Drama,2003
9,220,4,Winston Churchill: The Wilderness Years,Drama,1983
9,419,4,George Lopez: Why You Crying?,Drama,2005
9,311,2,Ed Wood,Drama,1994
9,309,2,The Day of the Locust,Drama,1975
9,239,5,Winnie the Pooh: Springtime with Roo,Drama,2004
9,263,5,Dragon Ball: Tournament Saga,Fantasy,2001
9,200,2,The Fall of the Roman Empire,Drama,1964
9,383,2,Hit Team,Drama,2001
9,285,3,The Devil's Own,Horror,1997
9,125,3,Nighthawks,Horror,1981
9,67,3,Vampire Journals,Drama,1997
9,84,2,The Powerpuff Girls Movie,Drama,2002
9,363,3,Stark Raving Mad,Sci-Fi,2002
9,403,2,Substitute 4: Failure is Not an Option,Drama,2000
9,347,2,Iceman Cometh,Drama,1989
9,246,4,The Boston Strangler,Drama,1968
9,229,3,Peter Gabriel: Growing Up Live,Drama,2003
9,376,4,Genesis: The Way We Walk: Live in Concert,Drama,2001
9,441,2,Dark Shadows: Vol. 9,Horror,1968
9,310,4,Leila,Drama,2000
9,106,5,Stevie Ray Vaughan and Double Trouble: Live at Montreux 1982 & 1985,Drama,2004
9,487,3,Doctor Who: Lost in Time: The Patrick Troughton Years,Drama,1968
9,364,4,Billy Blanks: Tae Bo: Contact 2,Drama,2004
9,79,4,The Killing,Thriller,1956
9,431,5,Millennium Actress,Drama,2002
9,201,4,Home Movie,Drama,2001
9,158,4,A Killer Within,Thriller,2004
9,178,4,Regular Guys,Drama,1996
9,175,4,Reservoir Dogs,Drama,1992
9,483,2,Rush Hour 2,Drama,2001
9,176,1,The History Channel Presents: Troy: Unearthing the Legend,Drama,2004
9,159,2,Gentlemen of Fortune,Drama,1971
9,324,3,Mother's Boys,Drama,1994
9,467,4,Topper Returns,Drama,1941
9,291,2,Chained Heat 3: Hell Mountain,Drama,2000
9,299,5,Bridget Jones's Diary,Drama,2001
9,66,3,Barbarian Queen 2,Drama,1989
9,108,3,Spartan,Drama,2004
9,207,2,Denise Austin: Ultimate Fat Burner,Drama,2001
9,454,1,Xena: Warrior Princess: Season 3,Action,1995
9,122,4,Cube 2: Hypercube,Drama,2002
9,112,5,The Eye of Vichy,Drama,1993
9,362,3,The Flintstones in Viva Rock Vegas,Drama,2000
9,221,1,Voyage to the Planets and Beyond,Sci-Fi,2005
9,124,4,Cold Blooded,Drama,2000
9,160,2,Gormenghast,Drama,2000
9,405,2,Wings of Desire,Drama,1987
9,286,3,Thunderbirds Are Go,Drama,1966
9,93,4,They Came Back,Drama,2004
9,480,2,Flypaper,Drama,1997
9,326,3,The Plainsman,Drama,1937
9,368,4,The Best of Designing Women,Drama,1986
9,12,5,My Favorite Brunette,Drama,1947
9,277,5,Enigma: MCMXC A.D,Drama,2003
9,234,5,Animation Legend: Winsor McCay,Animation,1921
9,189,4,Airplane II: The Sequel,Drama,1982
9,118,3,Rambo: First Blood Part II,Drama,1985
9,34,5,Ashtanga Yoga: Beginner's Practice with Nicki Doane,Drama,2003
9,206,4,Unconstitutional: The War on Our Civil Liberties,Action,2004
9,35,4,Ferngully 2: The Magical Rescue,Animation,2000
9,44,4,Spitfire Grill,Drama,1996
9,288,2,Saturday Night Live: The Best of Chris Kattan,Horror,2004
9,47,2,The Bad and the Beautiful,Drama,1952
9,465,3,Coolie No.1,Drama,1995
9,187,4,Death to Smoochy,Horror,2002
9,437,3,Beyblade: Fierce Battle,Action,2005
9,476,4,VeggieTales Classics: Where's God When I'm Scared?,Drama,2004
9,33,5,Aqua Teen Hunger Force: Vol. 1,Action,2000
9,81,1,Antarctica: IMAX,Drama,1991
9,272,4,Female Yakuza Tale,Drama,1973
9,479,3,George Carlin: What Am I Doing in New Jersey?,Drama,1988
9,123,4,Chain of Fools,Drama,2000
9,255,3,The Hunchback of Notre Dame II,Drama,2001
9,440,3,Just 4 Kicks,Drama,2003
9,334,4,The Pacifier,Drama,2005
9,21,3,Strange Relations,Drama,2002
9,313,2,Pay It Forward,Action,2000
9,432,3,Les Miserables in Concert,Drama,1996
9,275,2,Evelyn,Drama,2002
10,154,4,Demon Warrior Koji,Action,2000
10,92,4,ECW: Cyberslam '99,Sci-Fi,2002
10,184,5,Billy Blanks: Tae Bo: Cardio Circuit 1,Drama,2004
10,279,3,Micki and Maude,Drama,1984
10,116,5,Bear Cub,Drama,2004
10,310,3,Leila,Drama,2000
10,132,2,Lucio Fulci: The Beyond,Drama,1981
10,228,2,Butch and Sundance: The Early Days,Drama,1979
10,143,3,The Game,Drama,1997
10,1,3,Dinosaur Planet,Sci-Fi,2003
10,354,4,Sadomania,Drama,1981
10,67,3,Vampire Journals,Drama,1997
10,303,5,Les Liaisons Dangereuses,Drama,1959
10,427,3,Graveyard Shift,Drama,1990
10,115,1,Lord Peter Wimsey: Murder Must Advertise,Thriller,1973
10,347,3,Iceman Cometh,Drama,1989
10,52,1,The Weather Underground,Drama,2002
10,331,4,Chasing Amy,Drama,1997
10,82,5,The Frogmen,Drama,1951
10,474,2,Legend of 1900,Fantasy,1998
10,459,5,Basquiat,Drama,1996
10,453,5,Simple Men,Drama,1992
10,444,5,The Inner Tour,Drama,2001
